student_id,name,accuracy,avg_completion_time,score_history,error_types,learning_pace,attendance_rate,homework_completion_rate,Recommended_Level
S0339,Student_0339,0.68,16.8,"[62, 91, 69, 99, 74]","{'reading': 4, 'vocab': 3, 'logic': 1}",10.7,0.7,0.97,Medium (Standard)
S0340,Student_0340,0.46,22.9,"[87, 63, 74, 76, 62]","{'reading': 1, 'vocab': 1, 'logic': 1}",19.5,0.71,0.84,Medium (Standard)
S0341,Student_0341,0.69,18.4,"[60, 94, 90, 60, 62]","{'reading': 2, 'vocab': 4, 'logic': 2}",6.3,0.6,0.67,Medium (Standard)
S0342,Student_0342,0.68,18.8,"[88, 84, 92, 95, 88]","{'reading': 1, 'vocab': 1, 'logic': 3}",15.3,0.95,0.75,Medium (Standard)
S0343,Student_0343,0.5,21.3,"[73, 86, 92, 81, 62]","{'reading': 4, 'vocab': 0, 'logic': 3}",12.4,0.92,0.82,Medium (Standard)
S0344,Student_0344,0.66,14.5,"[80, 96, 90, 80, 85]","{'reading': 0, 'vocab': 1, 'logic': 2}",10.8,0.85,0.76,Medium (Standard)
S0345,Student_0345,0.64,20.5,"[97, 83, 70, 88, 62]","{'reading': 0, 'vocab': 3, 'logic': 4}",14.5,0.9,0.56,Medium (Standard)
S0346,Student_0346,0.76,12.5,"[78, 81, 73, 73, 75]","{'reading': 0, 'vocab': 4, 'logic': 0}",15.6,0.66,0.66,Medium (Standard)
S0347,Student_0347,0.77,15.2,"[71, 97, 98, 92, 92]","{'reading': 4, 'vocab': 4, 'logic': 0}",5.1,0.78,0.9,Medium (Standard)
S0348,Student_0348,0.43,19.9,"[92, 72, 69, 83, 69]","{'reading': 0, 'vocab': 4, 'logic': 2}",7.5,0.74,0.93,Medium (Standard)
S0349,Student_0349,0.62,17.5,"[93, 87, 78, 82, 91]","{'reading': 4, 'vocab': 0, 'logic': 1}",15.7,0.64,0.57,Medium (Standard)
S0350,Student_0350,0.77,15.3,"[92, 64, 62, 66, 83]","{'reading': 4, 'vocab': 4, 'logic': 3}",15.0,0.79,0.98,Hard (Challenge)
S0351,Student_0351,0.7,16.6,"[77, 91, 66, 92, 64]","{'reading': 0, 'vocab': 3, 'logic': 4}",19.5,0.97,0.66,Medium (Standard)
S0352,Student_0352,0.91,12.6,"[67, 74, 63, 93, 64]","{'reading': 0, 'vocab': 0, 'logic': 4}",16.4,0.62,0.83,Medium (Standard)
S0353,Student_0353,0.79,17.4,"[97, 93, 85, 60, 63]","{'reading': 1, 'vocab': 0, 'logic': 0}",19.3,0.72,0.88,Medium (Standard)
S0354,Student_0354,0.5,20.9,"[67, 79, 75, 80, 85]","{'reading': 1, 'vocab': 3, 'logic': 1}",15.5,0.68,0.91,Medium (Standard)
S0355,Student_0355,0.44,20.7,"[71, 60, 68, 62, 85]","{'reading': 0, 'vocab': 1, 'logic': 2}",9.5,0.7,0.97,Medium (Standard)
S0356,Student_0356,0.78,16.3,"[75, 83, 73, 62, 93]","{'reading': 0, 'vocab': 1, 'logic': 0}",6.6,0.96,0.66,Medium (Standard)
S0357,Student_0357,0.42,24.0,"[72, 61, 66, 80, 78]","{'reading': 0, 'vocab': 2, 'logic': 0}",16.7,0.79,0.93,Medium (Standard)
S0358,Student_0358,0.75,12.5,"[91, 80, 98, 79, 67]","{'reading': 1, 'vocab': 4, 'logic': 0}",14.7,0.79,0.57,Medium (Standard)
S0359,Student_0359,0.95,12.2,"[84, 84, 92, 61, 78]","{'reading': 3, 'vocab': 1, 'logic': 0}",5.7,0.9,0.85,Hard (Challenge)
S0360,Student_0360,0.74,16.6,"[88, 65, 76, 84, 97]","{'reading': 3, 'vocab': 3, 'logic': 2}",10.4,0.66,0.87,Medium (Standard)
S0361,Student_0361,0.63,16.8,"[82, 77, 85, 95, 67]","{'reading': 0, 'vocab': 4, 'logic': 4}",19.4,0.79,0.84,Medium (Standard)
S0362,Student_0362,0.78,17.2,"[92, 86, 63, 81, 85]","{'reading': 2, 'vocab': 4, 'logic': 0}",12.5,0.77,0.63,Medium (Standard)
S0363,Student_0363,0.67,16.3,"[90, 71, 70, 83, 67]","{'reading': 0, 'vocab': 3, 'logic': 1}",11.5,0.84,0.94,Medium (Standard)
S0364,Student_0364,0.72,15.9,"[78, 79, 73, 92, 69]","{'reading': 3, 'vocab': 2, 'logic': 3}",11.9,1.0,0.58,Medium (Standard)
S0365,Student_0365,0.96,10.5,"[75, 92, 78, 80, 81]","{'reading': 0, 'vocab': 0, 'logic': 0}",8.1,0.91,0.53,Medium (Standard)
S0366,Student_0366,0.63,17.4,"[86, 76, 67, 75, 77]","{'reading': 4, 'vocab': 2, 'logic': 0}",10.5,0.76,0.86,Medium (Standard)
S0367,Student_0367,0.97,8.4,"[60, 71, 65, 64, 75]","{'reading': 1, 'vocab': 0, 'logic': 1}",10.5,0.93,0.74,Hard (Challenge)
S0368,Student_0368,0.93,8.5,"[60, 78, 67, 62, 84]","{'reading': 1, 'vocab': 4, 'logic': 2}",5.8,0.67,0.92,Hard (Challenge)
S0369,Student_0369,0.52,22.8,"[77, 90, 92, 77, 98]","{'reading': 0, 'vocab': 2, 'logic': 4}",16.5,0.61,0.69,Medium (Standard)
S0370,Student_0370,0.44,19.5,"[84, 91, 97, 81, 75]","{'reading': 3, 'vocab': 4, 'logic': 3}",11.2,0.68,0.58,Easy (Review)
S0371,Student_0371,0.46,18.8,"[76, 96, 86, 84, 72]","{'reading': 4, 'vocab': 3, 'logic': 0}",17.3,0.74,0.92,Medium (Standard)
S0372,Student_0372,0.41,17.5,"[62, 94, 92, 81, 68]","{'reading': 0, 'vocab': 1, 'logic': 1}",17.8,0.8,0.77,Medium (Standard)
S0373,Student_0373,0.46,19.5,"[88, 98, 86, 95, 76]","{'reading': 1, 'vocab': 2, 'logic': 4}",8.2,0.85,0.59,Medium (Standard)
S0374,Student_0374,0.8,11.4,"[73, 62, 82, 98, 89]","{'reading': 1, 'vocab': 4, 'logic': 4}",14.9,0.96,0.86,Hard (Challenge)
S0375,Student_0375,0.44,24.5,"[82, 86, 69, 84, 72]","{'reading': 0, 'vocab': 1, 'logic': 4}",12.1,0.8,0.76,Medium (Standard)
S0376,Student_0376,0.59,20.2,"[81, 76, 82, 95, 68]","{'reading': 3, 'vocab': 1, 'logic': 1}",18.2,0.8,0.8,Medium (Standard)
S0377,Student_0377,0.9,10.6,"[81, 72, 67, 60, 76]","{'reading': 3, 'vocab': 3, 'logic': 4}",8.2,0.62,0.73,Medium (Standard)
S0378,Student_0378,0.41,26.3,"[72, 90, 66, 82, 83]","{'reading': 4, 'vocab': 4, 'logic': 0}",15.2,0.61,0.91,Medium (Standard)
S0379,Student_0379,0.88,14.4,"[89, 68, 65, 84, 78]","{'reading': 4, 'vocab': 1, 'logic': 1}",14.1,0.82,0.91,Hard (Challenge)
S0380,Student_0380,0.57,18.0,"[75, 96, 74, 72, 72]","{'reading': 4, 'vocab': 2, 'logic': 1}",9.4,0.78,0.85,Medium (Standard)
S0381,Student_0381,0.47,15.6,"[95, 85, 69, 90, 92]","{'reading': 4, 'vocab': 4, 'logic': 4}",7.0,0.94,0.55,Medium (Standard)
S0382,Student_0382,0.81,18.4,"[60, 82, 99, 62, 62]","{'reading': 3, 'vocab': 2, 'logic': 2}",14.8,0.66,0.92,Medium (Standard)
S0383,Student_0383,0.77,11.8,"[88, 89, 98, 77, 70]","{'reading': 2, 'vocab': 0, 'logic': 3}",16.1,0.61,0.84,Medium (Standard)
S0384,Student_0384,0.92,8.3,"[97, 99, 60, 88, 69]","{'reading': 3, 'vocab': 0, 'logic': 2}",9.7,0.78,0.85,Hard (Challenge)
S0385,Student_0385,0.83,15.4,"[62, 95, 74, 92, 85]","{'reading': 3, 'vocab': 0, 'logic': 3}",14.7,0.69,0.68,Medium (Standard)
S0386,Student_0386,0.87,17.5,"[72, 92, 64, 96, 73]","{'reading': 2, 'vocab': 3, 'logic': 3}",10.9,0.62,0.94,Medium (Standard)
S0387,Student_0387,0.57,21.4,"[78, 63, 89, 78, 90]","{'reading': 0, 'vocab': 4, 'logic': 4}",15.7,0.89,0.86,Medium (Standard)
S0388,Student_0388,0.5,21.1,"[73, 69, 90, 96, 82]","{'reading': 2, 'vocab': 1, 'logic': 1}",8.0,0.64,0.56,Easy (Review)
S0389,Student_0389,0.84,14.4,"[72, 78, 60, 99, 91]","{'reading': 4, 'vocab': 1, 'logic': 2}",18.4,0.84,0.7,Medium (Standard)
S0390,Student_0390,0.88,14.1,"[76, 67, 81, 63, 70]","{'reading': 0, 'vocab': 1, 'logic': 1}",9.3,0.71,0.94,Hard (Challenge)
S0391,Student_0391,0.98,11.9,"[75, 90, 65, 80, 85]","{'reading': 2, 'vocab': 2, 'logic': 3}",10.5,0.67,0.52,Medium (Standard)
S0392,Student_0392,0.64,17.8,"[67, 73, 83, 96, 85]","{'reading': 2, 'vocab': 1, 'logic': 0}",5.9,0.75,0.98,Medium (Standard)
S0393,Student_0393,0.62,17.8,"[61, 84, 61, 60, 95]","{'reading': 0, 'vocab': 3, 'logic': 0}",6.7,0.92,0.84,Medium (Standard)
S0394,Student_0394,0.86,12.7,"[95, 87, 97, 92, 81]","{'reading': 0, 'vocab': 4, 'logic': 1}",12.7,0.76,0.82,Medium (Standard)
S0395,Student_0395,0.6,16.5,"[65, 77, 75, 74, 67]","{'reading': 4, 'vocab': 2, 'logic': 3}",9.0,0.9,0.64,Medium (Standard)
S0396,Student_0396,0.95,10.4,"[66, 76, 91, 81, 72]","{'reading': 4, 'vocab': 0, 'logic': 4}",17.5,0.65,0.62,Medium (Standard)
S0397,Student_0397,0.91,8.4,"[64, 94, 69, 78, 96]","{'reading': 2, 'vocab': 4, 'logic': 4}",5.2,0.91,0.97,Hard (Challenge)
S0398,Student_0398,0.65,16.8,"[69, 61, 65, 67, 95]","{'reading': 0, 'vocab': 3, 'logic': 3}",10.7,0.69,0.65,Medium (Standard)
S0399,Student_0399,0.84,11.2,"[99, 66, 82, 78, 81]","{'reading': 4, 'vocab': 4, 'logic': 4}",10.1,0.87,0.89,Hard (Challenge)
S0400,Student_0400,0.85,10.8,"[60, 78, 92, 63, 62]","{'reading': 2, 'vocab': 3, 'logic': 0}",5.3,0.83,0.7,Medium (Standard)
S0401,Student_0401,0.46,21.2,"[94, 87, 65, 65, 82]","{'reading': 0, 'vocab': 4, 'logic': 0}",6.9,0.97,0.57,Medium (Standard)
S0402,Student_0402,0.93,14.2,"[72, 71, 64, 96, 90]","{'reading': 3, 'vocab': 3, 'logic': 1}",11.2,0.75,0.51,Medium (Standard)
S0403,Student_0403,0.7,17.8,"[86, 94, 85, 98, 77]","{'reading': 0, 'vocab': 0, 'logic': 4}",12.4,0.63,0.77,Medium (Standard)
S0404,Student_0404,0.89,9.1,"[61, 92, 98, 91, 77]","{'reading': 0, 'vocab': 1, 'logic': 1}",11.1,0.61,0.99,Medium (Standard)
S0405,Student_0405,0.59,16.2,"[94, 89, 71, 94, 70]","{'reading': 4, 'vocab': 3, 'logic': 0}",13.0,0.93,0.68,Medium (Standard)
S0406,Student_0406,0.93,13.3,"[63, 84, 91, 79, 90]","{'reading': 3, 'vocab': 4, 'logic': 0}",13.9,0.81,0.68,Medium (Standard)
S0407,Student_0407,0.63,15.4,"[62, 96, 81, 76, 73]","{'reading': 0, 'vocab': 2, 'logic': 1}",5.1,0.91,0.67,Medium (Standard)
S0408,Student_0408,0.41,21.4,"[72, 94, 61, 72, 75]","{'reading': 1, 'vocab': 4, 'logic': 3}",12.0,0.69,0.76,Medium (Standard)
S0409,Student_0409,0.93,12.5,"[89, 66, 74, 99, 78]","{'reading': 2, 'vocab': 4, 'logic': 1}",19.5,0.74,0.72,Medium (Standard)
S0410,Student_0410,0.45,19.1,"[72, 99, 90, 75, 65]","{'reading': 3, 'vocab': 3, 'logic': 1}",12.8,0.61,0.94,Medium (Standard)
S0411,Student_0411,0.59,18.4,"[77, 63, 68, 66, 67]","{'reading': 2, 'vocab': 0, 'logic': 2}",15.2,0.98,0.75,Medium (Standard)
S0412,Student_0412,0.96,8.1,"[76, 61, 74, 88, 81]","{'reading': 3, 'vocab': 0, 'logic': 3}",9.7,0.87,0.75,Hard (Challenge)
S0413,Student_0413,0.96,9.6,"[65, 97, 85, 70, 85]","{'reading': 0, 'vocab': 3, 'logic': 2}",16.6,0.97,0.57,Medium (Standard)
S0414,Student_0414,0.74,15.8,"[90, 72, 94, 75, 74]","{'reading': 2, 'vocab': 1, 'logic': 4}",16.6,0.71,0.99,Medium (Standard)
S0415,Student_0415,0.77,11.4,"[86, 94, 94, 87, 98]","{'reading': 4, 'vocab': 0, 'logic': 3}",12.8,0.84,0.62,Medium (Standard)
S0416,Student_0416,0.66,17.7,"[74, 80, 94, 92, 78]","{'reading': 4, 'vocab': 3, 'logic': 0}",19.6,0.87,0.54,Medium (Standard)
S0417,Student_0417,0.57,18.6,"[88, 83, 75, 84, 82]","{'reading': 3, 'vocab': 2, 'logic': 2}",6.9,0.73,0.83,Medium (Standard)
S0418,Student_0418,0.59,19.3,"[62, 74, 60, 66, 60]","{'reading': 0, 'vocab': 0, 'logic': 4}",5.3,0.94,0.8,Medium (Standard)
S0419,Student_0419,0.8,14.4,"[85, 82, 88, 97, 92]","{'reading': 3, 'vocab': 3, 'logic': 2}",16.6,0.98,0.71,Medium (Standard)
S0420,Student_0420,0.84,15.9,"[76, 95, 62, 60, 86]","{'reading': 4, 'vocab': 0, 'logic': 3}",17.1,0.95,0.71,Medium (Standard)
S0421,Student_0421,0.87,12.9,"[73, 95, 64, 82, 74]","{'reading': 0, 'vocab': 2, 'logic': 4}",6.8,0.9,0.89,Hard (Challenge)
S0422,Student_0422,0.87,11.7,"[88, 65, 74, 75, 83]","{'reading': 1, 'vocab': 0, 'logic': 0}",9.0,0.71,0.6,Medium (Standard)
S0423,Student_0423,0.45,21.2,"[76, 89, 69, 78, 88]","{'reading': 1, 'vocab': 3, 'logic': 2}",5.3,0.71,0.91,Medium (Standard)
S0424,Student_0424,0.69,17.3,"[66, 85, 74, 97, 62]","{'reading': 1, 'vocab': 3, 'logic': 2}",9.4,0.99,0.82,Medium (Standard)
S0425,Student_0425,0.43,21.5,"[66, 95, 88, 83, 98]","{'reading': 3, 'vocab': 4, 'logic': 3}",16.6,0.6,0.71,Easy (Review)
S0426,Student_0426,0.72,15.7,"[64, 88, 89, 88, 85]","{'reading': 2, 'vocab': 1, 'logic': 4}",12.8,0.89,0.73,Medium (Standard)
S0427,Student_0427,0.66,15.4,"[86, 89, 89, 62, 66]","{'reading': 4, 'vocab': 0, 'logic': 0}",10.2,0.88,0.63,Medium (Standard)
S0428,Student_0428,0.92,10.3,"[68, 72, 74, 64, 88]","{'reading': 2, 'vocab': 2, 'logic': 2}",10.6,0.85,0.88,Hard (Challenge)
S0429,Student_0429,0.61,15.0,"[67, 91, 79, 69, 72]","{'reading': 4, 'vocab': 2, 'logic': 4}",5.0,1.0,0.76,Medium (Standard)
S0430,Student_0430,0.47,24.1,"[67, 88, 90, 89, 81]","{'reading': 4, 'vocab': 3, 'logic': 2}",9.5,0.72,0.66,Medium (Standard)
S0431,Student_0431,0.48,17.9,"[61, 61, 93, 62, 75]","{'reading': 2, 'vocab': 3, 'logic': 0}",14.7,0.74,0.8,Medium (Standard)
S0432,Student_0432,0.85,11.6,"[79, 84, 89, 77, 70]","{'reading': 4, 'vocab': 0, 'logic': 1}",19.6,0.63,1.0,Medium (Standard)
S0433,Student_0433,0.76,13.4,"[82, 79, 61, 83, 90]","{'reading': 2, 'vocab': 1, 'logic': 0}",17.7,0.78,0.72,Medium (Standard)
S0434,Student_0434,0.46,22.6,"[73, 63, 72, 95, 94]","{'reading': 3, 'vocab': 1, 'logic': 1}",5.4,0.7,0.96,Medium (Standard)
S0435,Student_0435,0.45,20.4,"[80, 69, 82, 62, 91]","{'reading': 3, 'vocab': 1, 'logic': 4}",18.5,0.74,0.67,Medium (Standard)
S0436,Student_0436,0.81,16.3,"[93, 96, 79, 67, 66]","{'reading': 2, 'vocab': 3, 'logic': 1}",16.7,0.93,0.53,Medium (Standard)
S0437,Student_0437,0.44,19.9,"[88, 84, 80, 62, 77]","{'reading': 1, 'vocab': 2, 'logic': 3}",16.7,0.97,0.6,Medium (Standard)
S0438,Student_0438,0.88,13.0,"[66, 76, 60, 85, 74]","{'reading': 2, 'vocab': 3, 'logic': 0}",11.9,0.67,0.71,Medium (Standard)
S0439,Student_0439,0.82,11.9,"[96, 90, 94, 60, 67]","{'reading': 3, 'vocab': 2, 'logic': 0}",11.0,0.75,0.61,Medium (Standard)
S0440,Student_0440,0.45,25.3,"[78, 84, 91, 71, 72]","{'reading': 3, 'vocab': 0, 'logic': 2}",9.5,0.97,0.5,Medium (Standard)
S0441,Student_0441,0.45,18.6,"[65, 67, 63, 64, 84]","{'reading': 3, 'vocab': 3, 'logic': 3}",6.0,0.62,0.96,Medium (Standard)
S0442,Student_0442,0.98,11.0,"[63, 80, 96, 61, 66]","{'reading': 0, 'vocab': 0, 'logic': 3}",8.4,0.64,0.92,Hard (Challenge)
S0443,Student_0443,0.62,18.9,"[82, 93, 70, 93, 92]","{'reading': 1, 'vocab': 1, 'logic': 4}",8.7,0.67,0.87,Medium (Standard)
S0444,Student_0444,0.62,18.4,"[82, 81, 93, 74, 69]","{'reading': 1, 'vocab': 4, 'logic': 0}",12.3,0.84,0.58,Medium (Standard)
S0445,Student_0445,0.88,12.0,"[82, 76, 68, 95, 68]","{'reading': 3, 'vocab': 2, 'logic': 0}",16.2,0.66,0.56,Medium (Standard)
S0446,Student_0446,0.96,10.5,"[90, 65, 69, 75, 63]","{'reading': 4, 'vocab': 3, 'logic': 4}",12.1,0.99,0.53,Medium (Standard)
S0447,Student_0447,0.98,10.5,"[65, 85, 70, 83, 88]","{'reading': 2, 'vocab': 3, 'logic': 1}",5.9,0.78,0.86,Hard (Challenge)
S0448,Student_0448,0.84,12.9,"[60, 85, 71, 73, 84]","{'reading': 2, 'vocab': 3, 'logic': 3}",19.4,0.8,0.96,Hard (Challenge)
S0449,Student_0449,0.62,19.5,"[66, 69, 95, 61, 85]","{'reading': 4, 'vocab': 1, 'logic': 1}",19.1,0.7,0.72,Medium (Standard)
S0450,Student_0450,0.45,25.4,"[75, 76, 81, 63, 78]","{'reading': 1, 'vocab': 0, 'logic': 3}",16.8,0.79,0.56,Easy (Review)
S0451,Student_0451,0.86,11.7,"[78, 75, 84, 77, 82]","{'reading': 4, 'vocab': 4, 'logic': 2}",19.9,0.86,0.76,Medium (Standard)
S0452,Student_0452,0.73,12.7,"[98, 63, 84, 91, 89]","{'reading': 4, 'vocab': 2, 'logic': 1}",13.2,0.9,0.67,Medium (Standard)
S0453,Student_0453,0.65,16.8,"[95, 93, 68, 71, 61]","{'reading': 4, 'vocab': 4, 'logic': 3}",19.4,0.9,0.69,Medium (Standard)
S0454,Student_0454,0.93,16.6,"[81, 64, 63, 68, 88]","{'reading': 2, 'vocab': 1, 'logic': 1}",6.1,0.83,0.81,Hard (Challenge)
S0455,Student_0455,0.47,19.0,"[69, 65, 64, 65, 84]","{'reading': 2, 'vocab': 2, 'logic': 1}",10.5,0.96,0.86,Medium (Standard)
S0456,Student_0456,0.69,19.5,"[63, 99, 91, 94, 69]","{'reading': 1, 'vocab': 3, 'logic': 2}",8.4,0.93,0.56,Medium (Standard)
S0457,Student_0457,0.41,25.2,"[75, 78, 93, 84, 90]","{'reading': 0, 'vocab': 0, 'logic': 0}",7.9,0.9,0.52,Medium (Standard)
S0458,Student_0458,0.68,15.3,"[89, 98, 90, 78, 94]","{'reading': 4, 'vocab': 2, 'logic': 0}",7.1,0.62,1.0,Medium (Standard)
S0459,Student_0459,0.43,22.5,"[63, 87, 77, 85, 99]","{'reading': 2, 'vocab': 3, 'logic': 0}",14.3,0.6,0.62,Easy (Review)
S0460,Student_0460,0.47,23.9,"[65, 60, 67, 92, 80]","{'reading': 0, 'vocab': 0, 'logic': 2}",16.7,0.68,0.53,Easy (Review)
S0461,Student_0461,0.47,19.8,"[78, 88, 69, 71, 92]","{'reading': 0, 'vocab': 4, 'logic': 4}",13.7,0.87,0.59,Medium (Standard)
S0462,Student_0462,0.78,14.0,"[69, 90, 65, 76, 96]","{'reading': 1, 'vocab': 1, 'logic': 0}",7.2,0.76,0.52,Medium (Standard)
S0463,Student_0463,0.84,12.0,"[75, 67, 83, 72, 88]","{'reading': 2, 'vocab': 2, 'logic': 2}",17.2,0.76,0.7,Medium (Standard)
S0464,Student_0464,0.74,13.2,"[92, 77, 96, 72, 69]","{'reading': 4, 'vocab': 1, 'logic': 0}",14.5,0.95,0.9,Hard (Challenge)
S0465,Student_0465,0.97,9.3,"[60, 84, 93, 98, 69]","{'reading': 3, 'vocab': 4, 'logic': 4}",10.8,0.96,0.67,Hard (Challenge)
S0466,Student_0466,0.62,15.2,"[71, 76, 79, 85, 78]","{'reading': 1, 'vocab': 3, 'logic': 4}",15.1,0.96,0.72,Medium (Standard)
S0467,Student_0467,0.57,18.7,"[93, 66, 94, 74, 60]","{'reading': 1, 'vocab': 2, 'logic': 0}",8.9,0.73,0.84,Medium (Standard)
S0468,Student_0468,0.91,10.3,"[74, 81, 65, 74, 83]","{'reading': 4, 'vocab': 0, 'logic': 4}",10.2,0.88,0.75,Hard (Challenge)
S0469,Student_0469,0.53,19.9,"[88, 91, 91, 64, 63]","{'reading': 1, 'vocab': 2, 'logic': 0}",18.8,0.71,0.93,Medium (Standard)
S0470,Student_0470,0.97,7.5,"[83, 61, 72, 74, 64]","{'reading': 2, 'vocab': 4, 'logic': 4}",9.4,0.68,0.93,Hard (Challenge)
S0471,Student_0471,0.41,22.5,"[96, 62, 94, 82, 87]","{'reading': 3, 'vocab': 1, 'logic': 1}",12.0,0.67,0.5,Easy (Review)
S0472,Student_0472,0.97,12.3,"[95, 92, 85, 99, 76]","{'reading': 0, 'vocab': 4, 'logic': 2}",18.4,0.74,0.89,Hard (Challenge)
S0473,Student_0473,0.43,17.4,"[71, 90, 78, 69, 98]","{'reading': 3, 'vocab': 3, 'logic': 4}",15.6,0.77,0.73,Medium (Standard)
S0474,Student_0474,0.93,12.1,"[66, 73, 70, 66, 88]","{'reading': 1, 'vocab': 4, 'logic': 0}",5.9,0.93,0.99,Hard (Challenge)
S0475,Student_0475,0.71,18.3,"[95, 69, 78, 90, 76]","{'reading': 0, 'vocab': 4, 'logic': 0}",7.2,0.65,0.74,Medium (Standard)
S0476,Student_0476,0.99,7.8,"[93, 83, 68, 66, 75]","{'reading': 2, 'vocab': 1, 'logic': 2}",5.1,0.89,0.99,Hard (Challenge)
S0477,Student_0477,0.44,24.5,"[70, 71, 72, 71, 80]","{'reading': 1, 'vocab': 3, 'logic': 1}",14.5,0.81,0.88,Medium (Standard)
S0478,Student_0478,0.73,16.2,"[95, 87, 83, 64, 96]","{'reading': 4, 'vocab': 3, 'logic': 3}",11.7,0.72,0.62,Medium (Standard)
S0479,Student_0479,0.97,9.2,"[94, 99, 61, 98, 68]","{'reading': 4, 'vocab': 3, 'logic': 0}",7.0,0.8,0.77,Hard (Challenge)
S0480,Student_0480,0.71,15.7,"[81, 97, 78, 75, 90]","{'reading': 2, 'vocab': 2, 'logic': 1}",19.4,0.72,1.0,Medium (Standard)
S0481,Student_0481,0.77,15.7,"[77, 85, 72, 77, 62]","{'reading': 1, 'vocab': 3, 'logic': 2}",12.9,0.84,0.93,Hard (Challenge)
S0482,Student_0482,0.81,14.0,"[84, 86, 86, 98, 84]","{'reading': 0, 'vocab': 4, 'logic': 4}",8.6,0.77,0.55,Medium (Standard)
S0483,Student_0483,0.67,17.7,"[78, 75, 83, 80, 95]","{'reading': 4, 'vocab': 4, 'logic': 4}",12.5,0.67,0.85,Medium (Standard)
S0484,Student_0484,0.77,12.8,"[63, 67, 83, 70, 76]","{'reading': 1, 'vocab': 4, 'logic': 0}",15.2,0.65,0.67,Medium (Standard)
S0485,Student_0485,0.74,15.5,"[85, 86, 75, 85, 92]","{'reading': 3, 'vocab': 1, 'logic': 3}",6.1,0.82,0.5,Medium (Standard)
S0486,Student_0486,0.93,8.6,"[73, 75, 68, 69, 76]","{'reading': 3, 'vocab': 2, 'logic': 2}",9.1,0.96,0.7,Hard (Challenge)
S0487,Student_0487,0.43,21.2,"[88, 65, 84, 83, 84]","{'reading': 3, 'vocab': 4, 'logic': 4}",17.1,0.74,0.62,Easy (Review)
S0488,Student_0488,0.57,16.8,"[63, 93, 87, 97, 87]","{'reading': 0, 'vocab': 2, 'logic': 0}",11.9,0.89,0.91,Medium (Standard)
S0489,Student_0489,0.96,9.3,"[88, 90, 89, 74, 77]","{'reading': 2, 'vocab': 1, 'logic': 1}",13.2,0.86,0.67,Medium (Standard)
S0490,Student_0490,0.93,13.9,"[70, 86, 83, 94, 98]","{'reading': 2, 'vocab': 1, 'logic': 4}",11.5,0.97,0.91,Hard (Challenge)
S0491,Student_0491,0.67,18.8,"[83, 82, 71, 89, 90]","{'reading': 3, 'vocab': 3, 'logic': 3}",5.7,0.93,0.5,Medium (Standard)
S0492,Student_0492,0.77,15.8,"[72, 84, 66, 65, 83]","{'reading': 2, 'vocab': 2, 'logic': 3}",7.5,0.83,0.65,Medium (Standard)
S0493,Student_0493,0.56,16.6,"[68, 95, 97, 99, 88]","{'reading': 4, 'vocab': 4, 'logic': 1}",11.7,0.86,0.62,Medium (Standard)
S0494,Student_0494,0.51,19.2,"[85, 73, 98, 88, 65]","{'reading': 4, 'vocab': 4, 'logic': 1}",8.1,0.96,0.62,Medium (Standard)
S0495,Student_0495,0.67,19.0,"[82, 97, 60, 63, 94]","{'reading': 2, 'vocab': 3, 'logic': 1}",5.7,0.76,0.53,Medium (Standard)
S0496,Student_0496,0.61,18.1,"[67, 75, 62, 91, 64]","{'reading': 3, 'vocab': 3, 'logic': 1}",17.7,0.73,0.59,Medium (Standard)
S0497,Student_0497,0.74,19.8,"[65, 95, 99, 64, 72]","{'reading': 0, 'vocab': 4, 'logic': 2}",19.7,0.6,0.78,Medium (Standard)
S0498,Student_0498,0.45,21.8,"[67, 84, 99, 91, 83]","{'reading': 3, 'vocab': 4, 'logic': 2}",16.9,0.93,0.65,Medium (Standard)
S0499,Student_0499,0.97,11.0,"[95, 86, 79, 74, 86]","{'reading': 4, 'vocab': 4, 'logic': 0}",17.8,0.92,0.71,Hard (Challenge)
S0500,Student_0500,0.98,9.8,"[87, 84, 92, 73, 67]","{'reading': 0, 'vocab': 1, 'logic': 0}",8.6,0.64,0.69,Medium (Standard)
S0501,Student_0501,0.81,14.1,"[72, 68, 74, 94, 83]","{'reading': 0, 'vocab': 4, 'logic': 4}",19.4,0.83,0.94,Hard (Challenge)
S0502,Student_0502,0.72,15.3,"[90, 99, 73, 89, 98]","{'reading': 2, 'vocab': 2, 'logic': 0}",8.0,0.79,0.95,Medium (Standard)
S0503,Student_0503,0.58,19.8,"[77, 75, 71, 79, 99]","{'reading': 2, 'vocab': 4, 'logic': 1}",19.3,0.65,0.75,Medium (Standard)
S0504,Student_0504,0.88,14.3,"[81, 92, 98, 88, 81]","{'reading': 4, 'vocab': 4, 'logic': 3}",19.9,0.99,0.67,Hard (Challenge)
S0505,Student_0505,0.8,12.4,"[68, 83, 74, 95, 72]","{'reading': 2, 'vocab': 3, 'logic': 4}",15.7,0.69,0.55,Medium (Standard)
S0506,Student_0506,0.5,17.3,"[66, 67, 96, 73, 71]","{'reading': 3, 'vocab': 3, 'logic': 4}",19.7,0.63,0.98,Medium (Standard)
S0507,Student_0507,0.94,7.5,"[99, 76, 99, 88, 86]","{'reading': 0, 'vocab': 3, 'logic': 1}",13.5,0.84,0.53,Medium (Standard)
